Crane_ID,Vibration_Levels,Fuel_Consumption_Rate,Engine_Temperature,Operational_Hours,Remaining_Useful_Lifetime,Component,Component_Health
CRN1097,5.16,35.21,88.89,8266,1397.75,Engine,Critical
CRN1097,5.16,35.21,88.89,8266,1397.75,Structural Components,Critical
CRN1097,5.16,35.21,88.89,8266,1397.75,Control System,Critical
CRN1098,1.0,32.92,68.78,16216,850.66,Hydraulic System,Critical
CRN1098,1.0,32.92,68.78,16216,850.66,Engine,Critical
CRN1098,1.0,32.92,68.78,16216,850.66,Structural Components,Critical
CRN1098,1.0,32.92,68.78,16216,850.66,Control System,Critical
CRN1099,6.83,29.35,72.33,6150,1558.7,Hydraulic System,Critical
CRN1099,6.83,29.35,72.33,6150,1558.7,Engine,Critical
CRN1099,6.83,29.35,72.33,6150,1558.7,Structural Components,Critical
CRN1099,6.83,29.35,72.33,6150,1558.7,Control System,Critical
CRN1100,5.69,32.9,80.68,11284,1085.59,Hydraulic System,Critical
CRN1100,5.69,32.9,80.68,11284,1085.59,Engine,Critical
CRN1100,5.69,32.9,80.68,11284,1085.59,Structural Components,Critical
CRN1100,5.69,32.9,80.68,11284,1085.59,Control System,Critical
CRN1101,7.0,26.47,90.29,12812,848.42,Hydraulic System,Critical
CRN1101,7.0,26.47,90.29,12812,848.42,Engine,Critical
CRN1101,7.0,26.47,90.29,12812,848.42,Structural Components,Critical
CRN1101,7.0,26.47,90.29,12812,848.42,Control System,Critical
CRN1102,1.0,34.28,85.02,8584,1581.57,Hydraulic System,Critical
CRN1102,1.0,34.28,85.02,8584,1581.57,Engine,Critical
CRN1102,1.0,34.28,85.02,8584,1581.57,Structural Components,Critical
CRN1102,1.0,34.28,85.02,8584,1581.57,Control System,Critical
CRN1103,9.18,38.25,82.48,2693,1766.9,Hydraulic System,Critical
CRN1103,9.18,38.25,82.48,2693,1766.9,Engine,Critical
CRN1103,9.18,38.25,82.48,2693,1766.9,Structural Components,Critical
CRN1103,9.18,38.25,82.48,2693,1766.9,Control System,Critical
CRN1104,4.72,35.35,80.78,10415,1220.9,Hydraulic System,Critical
CRN1104,4.72,35.35,80.78,10415,1220.9,Engine,Critical
CRN1104,4.72,35.35,80.78,10415,1220.9,Structural Components,Critical
CRN1104,4.72,35.35,80.78,10415,1220.9,Control System,Critical
CRN1105,7.22,26.35,84.0,15300,601.18,Hydraulic System,Critical
CRN1105,7.22,26.35,84.0,15300,601.18,Engine,Critical
CRN1105,7.22,26.35,84.0,15300,601.18,Structural Components,Critical
CRN1105,7.22,26.35,84.0,15300,601.18,Control System,Critical
CRN1106,2.92,31.81,82.02,9207,1429.26,Hydraulic System,Critical
CRN1106,2.92,31.81,82.02,9207,1429.26,Engine,Critical
CRN1106,2.92,31.81,82.02,9207,1429.26,Structural Components,Critical
CRN1106,2.92,31.81,82.02,9207,1429.26,Control System,Critical
CRN1107,6.23,23.53,69.7,3969,1812.42,Hydraulic System,Critical
CRN1107,6.23,23.53,69.7,3969,1812.42,Engine,Critical
CRN1107,6.23,23.53,69.7,3969,1812.42,Structural Components,Critical
CRN1107,6.23,23.53,69.7,3969,1812.42,Control System,Critical
CRN1108,2.89,32.86,80.46,15547,799.72,Hydraulic System,Critical
CRN1108,2.89,32.86,80.46,15547,799.72,Engine,Critical
CRN1108,2.89,32.86,80.46,15547,799.72,Structural Components,Critical
CRN1108,2.89,32.86,80.46,15547,799.72,Control System,Critical
CRN1109,3.75,32.25,69.26,8071,1526.75,Hydraulic System,Critical
CRN1109,3.75,32.25,69.26,8071,1526.75,Engine,Critical
CRN1109,3.75,32.25,69.26,8071,1526.75,Structural Components,Critical
CRN1109,3.75,32.25,69.26,8071,1526.75,Control System,Critical
CRN1110,8.83,20.65,80.81,3089,1748.08,Hydraulic System,Critical
CRN1110,8.83,20.65,80.81,3089,1748.08,Engine,Critical
CRN1110,8.83,20.65,80.81,3089,1748.08,Structural Components,Critical
CRN1110,8.83,20.65,80.81,3089,1748.08,Control System,Critical
CRN1111,4.62,24.19,75.19,5440,1734.68,Hydraulic System,Critical
CRN1111,4.62,24.19,75.19,5440,1734.68,Engine,Critical
CRN1111,4.62,24.19,75.19,5440,1734.68,Structural Components,Critical
CRN1111,4.62,24.19,75.19,5440,1734.68,Control System,Critical
CRN1112,5.43,28.58,105.39,9743,1203.17,Hydraulic System,Critical
CRN1112,5.43,28.58,105.39,9743,1203.17,Engine,Critical
CRN1112,5.43,28.58,105.39,9743,1203.17,Structural Components,Critical
CRN1112,5.43,28.58,105.39,9743,1203.17,Control System,Critical
CRN1113,6.74,28.5,79.6,3923,1771.49,Hydraulic System,Critical
CRN1113,6.74,28.5,79.6,3923,1771.49,Engine,Critical
CRN1113,6.74,28.5,79.6,3923,1771.49,Structural Components,Critical
CRN1113,6.74,28.5,79.6,3923,1771.49,Control System,Critical
CRN1114,5.99,23.95,65.96,13554,873.12,Hydraulic System,Critical
CRN1114,5.99,23.95,65.96,13554,873.12,Engine,Critical
CRN1114,5.99,23.95,65.96,13554,873.12,Structural Components,Critical
CRN1114,5.99,23.95,65.96,13554,873.12,Control System,Critical
CRN1115,5.3,31.94,78.66,4032,1834.44,Hydraulic System,Critical
CRN1115,5.3,31.94,78.66,4032,1834.44,Engine,Critical
CRN1115,5.3,31.94,78.66,4032,1834.44,Structural Components,Critical
CRN1115,5.3,31.94,78.66,4032,1834.44,Control System,Critical
CRN1116,5.73,31.26,85.19,10320,1171.12,Hydraulic System,Critical
CRN1116,5.73,31.26,85.19,10320,1171.12,Engine,Critical
CRN1116,5.73,31.26,85.19,10320,1171.12,Structural Components,Critical
CRN1116,5.73,31.26,85.19,10320,1171.12,Control System,Critical
CRN1117,9.81,29.03,96.73,8654,1110.79,Hydraulic System,Critical
CRN1117,9.81,29.03,96.73,8654,1110.79,Engine,Critical
CRN1117,9.81,29.03,96.73,8654,1110.79,Structural Components,Critical
CRN1117,9.81,29.03,96.73,8654,1110.79,Control System,Critical
CRN1118,4.88,26.22,74.11,2529,2014.65,Hydraulic System,Critical
CRN1118,4.88,26.22,74.11,2529,2014.65,Engine,Critical
CRN1118,4.88,26.22,74.11,2529,2014.65,Structural Components,Critical
CRN1118,4.88,26.22,74.11,2529,2014.65,Control System,Critical
CRN1119,5.4,35.24,64.18,7544,1507.14,Hydraulic System,Critical
CRN1119,5.4,35.24,64.18,7544,1507.14,Engine,Critical
CRN1119,5.4,35.24,64.18,7544,1507.14,Structural Components,Critical
CRN1119,5.4,35.24,64.18,7544,1507.14,Control System,Critical
CRN1120,7.1,38.28,88.17,10610,1067.6,Hydraulic System,Critical
CRN1120,7.1,38.28,88.17,10610,1067.6,Engine,Critical
CRN1120,7.1,38.28,88.17,10610,1067.6,Structural Components,Critical
CRN1120,7.1,38.28,88.17,10610,1067.6,Control System,Critical
CRN1121,7.21,27.58,66.19,11377,1029.36,Hydraulic System,Critical
CRN1121,7.21,27.58,66.19,11377,1029.36,Engine,Critical
CRN1121,7.21,27.58,66.19,11377,1029.36,Structural Components,Critical
CRN1121,7.21,27.58,66.19,11377,1029.36,Control System,Critical
CRN1122,7.37,26.94,75.64,10637,1076.32,Hydraulic System,Critical
CRN1122,7.37,26.94,75.64,10637,1076.32,Engine,Critical
CRN1122,7.37,26.94,75.64,10637,1076.32,Structural Components,Critical
CRN1122,7.37,26.94,75.64,10637,1076.32,Control System,Critical
CRN1123,6.28,32.46,77.42,7247,1466.58,Hydraulic System,Critical
CRN1123,6.28,32.46,77.42,7247,1466.58,Engine,Critical
CRN1123,6.28,32.46,77.42,7247,1466.58,Structural Components,Critical
CRN1123,6.28,32.46,77.42,7247,1466.58,Control System,Critical
CRN1124,2.71,28.21,79.3,7731,1592.59,Hydraulic System,Critical
CRN1124,2.71,28.21,79.3,7731,1592.59,Engine,Critical
CRN1124,2.71,28.21,79.3,7731,1592.59,Structural Components,Critical
CRN1124,2.71,28.21,79.3,7731,1592.59,Control System,Critical
CRN1125,8.27,29.3,86.89,3698,1703.07,Hydraulic System,Critical
CRN1125,8.27,29.3,86.89,3698,1703.07,Engine,Critical
CRN1125,8.27,29.3,86.89,3698,1703.07,Structural Components,Critical
CRN1125,8.27,29.3,86.89,3698,1703.07,Control System,Critical
CRN1126,2.71,33.7,73.16,4429,1935.41,Hydraulic System,Critical
CRN1126,2.71,33.7,73.16,4429,1935.41,Engine,Critical
CRN1126,2.71,33.7,73.16,4429,1935.41,Structural Components,Critical
CRN1126,2.71,33.7,73.16,4429,1935.41,Control System,Critical
CRN1127,5.61,20.45,77.26,6818,1543.41,Hydraulic System,Critical
CRN1127,5.61,20.45,77.26,6818,1543.41,Engine,Critical
CRN1127,5.61,20.45,77.26,6818,1543.41,Structural Components,Critical
CRN1127,5.61,20.45,77.26,6818,1543.41,Control System,Critical
CRN1128,3.49,36.59,79.86,10023,1323.41,Hydraulic System,Critical
CRN1128,3.49,36.59,79.86,10023,1323.41,Engine,Critical
CRN1128,3.49,36.59,79.86,10023,1323.41,Structural Components,Critical
CRN1128,3.49,36.59,79.86,10023,1323.41,Control System,Critical
CRN1129,4.87,30.36,81.5,13882,865.22,Hydraulic System,Critical
CRN1129,4.87,30.36,81.5,13882,865.22,Engine,Critical
CRN1129,4.87,30.36,81.5,13882,865.22,Structural Components,Critical
CRN1129,4.87,30.36,81.5,13882,865.22,Control System,Critical
CRN1130,5.66,27.94,80.98,16576,557.57,Hydraulic System,Critical
CRN1130,5.66,27.94,80.98,16576,557.57,Engine,Critical
CRN1130,5.66,27.94,80.98,16576,557.57,Structural Components,Critical
CRN1130,5.66,27.94,80.98,16576,557.57,Control System,Critical
CRN1131,5.64,29.55,84.36,151,2194.04,Hydraulic System,Good
CRN1131,5.64,29.55,84.36,151,2194.04,Engine,Good
CRN1131,5.64,29.55,84.36,151,2194.04,Structural Components,Good
CRN1131,5.64,29.55,84.36,151,2194.04,Control System,Good
CRN1132,5.84,29.81,88.44,16802,510.73,Hydraulic System,Critical
CRN1132,5.84,29.81,88.44,16802,510.73,Engine,Critical
CRN1132,5.84,29.81,88.44,16802,510.73,Structural Components,Critical
CRN1132,5.84,29.81,88.44,16802,510.73,Control System,Critical
CRN1133,8.23,21.34,83.93,10284,1052.38,Hydraulic System,Critical
CRN1133,8.23,21.34,83.93,10284,1052.38,Engine,Critical
CRN1133,8.23,21.34,83.93,10284,1052.38,Structural Components,Critical
CRN1133,8.23,21.34,83.93,10284,1052.38,Control System,Critical
CRN1134,5.91,37.47,84.54,12568,938.77,Hydraulic System,Critical
CRN1134,5.91,37.47,84.54,12568,938.77,Engine,Critical
CRN1134,5.91,37.47,84.54,12568,938.77,Structural Components,Critical
CRN1134,5.91,37.47,84.54,12568,938.77,Control System,Critical
CRN1135,4.51,30.21,64.18,15579,748.16,Hydraulic System,Critical
CRN1135,4.51,30.21,64.18,15579,748.16,Engine,Critical
CRN1135,4.51,30.21,64.18,15579,748.16,Structural Components,Critical
CRN1135,4.51,30.21,64.18,15579,748.16,Control System,Critical
CRN1136,6.93,32.22,80.5,7310,1421.59,Hydraulic System,Critical
CRN1136,6.93,32.22,80.5,7310,1421.59,Engine,Critical
CRN1136,6.93,32.22,80.5,7310,1421.59,Structural Components,Critical
CRN1136,6.93,32.22,80.5,7310,1421.59,Control System,Critical
CRN1137,7.38,34.76,84.8,13034,818.06,Hydraulic System,Critical
CRN1137,7.38,34.76,84.8,13034,818.06,Engine,Critical
CRN1137,7.38,34.76,84.8,13034,818.06,Structural Components,Critical
CRN1137,7.38,34.76,84.8,13034,818.06,Control System,Critical
CRN1138,2.54,24.89,87.29,4056,1952.58,Hydraulic System,Critical
CRN1138,2.54,24.89,87.29,4056,1952.58,Engine,Critical
CRN1138,2.54,24.89,87.29,4056,1952.58,Structural Components,Critical
CRN1138,2.54,24.89,87.29,4056,1952.58,Control System,Critical
CRN1139,6.19,32.37,73.08,6157,1588.41,Hydraulic System,Critical
CRN1139,6.19,32.37,73.08,6157,1588.41,Engine,Critical
CRN1139,6.19,32.37,73.08,6157,1588.41,Structural Components,Critical
CRN1139,6.19,32.37,73.08,6157,1588.41,Control System,Critical
CRN1140,6.4,28.66,73.41,11310,1062.06,Hydraulic System,Critical
CRN1140,6.4,28.66,73.41,11310,1062.06,Engine,Critical
CRN1140,6.4,28.66,73.41,11310,1062.06,Structural Components,Critical
CRN1140,6.4,28.66,73.41,11310,1062.06,Control System,Critical
CRN1141,4.4,34.23,74.26,14690,822.24,Hydraulic System,Critical
CRN1141,4.4,34.23,74.26,14690,822.24,Engine,Critical
CRN1141,4.4,34.23,74.26,14690,822.24,Structural Components,Critical
CRN1141,4.4,34.23,74.26,14690,822.24,Control System,Critical
CRN1142,7.75,19.36,85.36,13964,705.3,Hydraulic System,Critical
CRN1142,7.75,19.36,85.36,13964,705.3,Engine,Critical
CRN1142,7.75,19.36,85.36,13964,705.3,Structural Components,Critical
CRN1142,7.75,19.36,85.36,13964,705.3,Control System,Critical
CRN1143,4.7,29.5,90.34,1625,2081.83,Hydraulic System,Bad
CRN1143,4.7,29.5,90.34,1625,2081.83,Engine,Bad
CRN1143,4.7,29.5,90.34,1625,2081.83,Structural Components,Bad
CRN1143,4.7,29.5,90.34,1625,2081.83,Control System,Bad
CRN1144,5.25,26.99,75.93,13377,907.89,Hydraulic System,Critical
CRN1144,5.25,26.99,75.93,13377,907.89,Engine,Critical
CRN1144,5.25,26.99,75.93,13377,907.89,Structural Components,Critical
CRN1144,5.25,26.99,75.93,13377,907.89,Control System,Critical
CRN1145,4.65,32.16,89.08,7143,1534.85,Hydraulic System,Critical
CRN1145,4.65,32.16,89.08,7143,1534.85,Engine,Critical
CRN1145,4.65,32.16,89.08,7143,1534.85,Structural Components,Critical
CRN1145,4.65,32.16,89.08,7143,1534.85,Control System,Critical
CRN1146,5.03,32.35,81.23,17762,469.77,Hydraulic System,Critical
CRN1146,5.03,32.35,81.23,17762,469.77,Engine,Critical
CRN1146,5.03,32.35,81.23,17762,469.77,Structural Components,Critical
CRN1146,5.03,32.35,81.23,17762,469.77,Control System,Critical
CRN1147,2.81,26.46,78.76,8805,1481.61,Hydraulic System,Critical
CRN1147,2.81,26.46,78.76,8805,1481.61,Engine,Critical
CRN1147,2.81,26.46,78.76,8805,1481.61,Structural Components,Critical
CRN1147,2.81,26.46,78.76,8805,1481.61,Control System,Critical
CRN1148,2.12,26.44,77.89,6225,1775.73,Hydraulic System,Critical
CRN1148,2.12,26.44,77.89,6225,1775.73,Engine,Critical
CRN1148,2.12,26.44,77.89,6225,1775.73,Structural Components,Critical
CRN1148,2.12,26.44,77.89,6225,1775.73,Control System,Critical
CRN1149,8.19,29.45,87.47,7974,1278.22,Hydraulic System,Critical
CRN1149,8.19,29.45,87.47,7974,1278.22,Engine,Critical
CRN1149,8.19,29.45,87.47,7974,1278.22,Structural Components,Critical
CRN1149,8.19,29.45,87.47,7974,1278.22,Control System,Critical
CRN1150,3.31,25.52,83.26,12629,1065.28,Hydraulic System,Critical
CRN1150,3.31,25.52,83.26,12629,1065.28,Engine,Critical
CRN1150,3.31,25.52,83.26,12629,1065.28,Structural Components,Critical
CRN1150,3.31,25.52,83.26,12629,1065.28,Control System,Critical
CRN1151,3.02,34.21,102.76,15055,798.12,Hydraulic System,Critical
CRN1151,3.02,34.21,102.76,15055,798.12,Engine,Critical
CRN1151,3.02,34.21,102.76,15055,798.12,Structural Components,Critical
CRN1151,3.02,34.21,102.76,15055,798.12,Control System,Critical
CRN1152,1.0,28.15,71.48,2600,2207.04,Hydraulic System,Critical
CRN1152,1.0,28.15,71.48,2600,2207.04,Engine,Critical
CRN1152,1.0,28.15,71.48,2600,2207.04,Structural Components,Critical
CRN1152,1.0,28.15,71.48,2600,2207.04,Control System,Critical
CRN1153,3.72,15.47,85.18,3564,1947.13,Hydraulic System,Critical
CRN1153,3.72,15.47,85.18,3564,1947.13,Engine,Critical
CRN1153,3.72,15.47,85.18,3564,1947.13,Structural Components,Critical
CRN1153,3.72,15.47,85.18,3564,1947.13,Control System,Critical
CRN1154,2.35,28.13,74.71,18743,518.59,Hydraulic System,Critical
CRN1154,2.35,28.13,74.71,18743,518.59,Engine,Critical
CRN1154,2.35,28.13,74.71,18743,518.59,Structural Components,Critical
CRN1154,2.35,28.13,74.71,18743,518.59,Control System,Critical
CRN1155,8.28,24.81,71.31,16054,497.78,Hydraulic System,Critical
CRN1155,8.28,24.81,71.31,16054,497.78,Engine,Critical
CRN1155,8.28,24.81,71.31,16054,497.78,Structural Components,Critical
CRN1155,8.28,24.81,71.31,16054,497.78,Control System,Critical
CRN1156,7.02,21.84,79.89,19143,234.94,Hydraulic System,Critical
CRN1156,7.02,21.84,79.89,19143,234.94,Engine,Critical
CRN1156,7.02,21.84,79.89,19143,234.94,Structural Components,Critical
CRN1156,7.02,21.84,79.89,19143,234.94,Control System,Critical
CRN1157,3.62,23.81,81.37,355,2280.57,Hydraulic System,Good
CRN1157,3.62,23.81,81.37,355,2280.57,Engine,Good
CRN1157,3.62,23.81,81.37,355,2280.57,Structural Components,Good
CRN1157,3.62,23.81,81.37,355,2280.57,Control System,Good
CRN1158,9.5,30.55,109.18,1602,1806.19,Hydraulic System,Bad
CRN1158,9.5,30.55,109.18,1602,1806.19,Engine,Bad
CRN1158,9.5,30.55,109.18,1602,1806.19,Structural Components,Bad
CRN1158,9.5,30.55,109.18,1602,1806.19,Control System,Bad
CRN1159,6.96,36.64,78.16,4756,1679.91,Hydraulic System,Critical
CRN1159,6.96,36.64,78.16,4756,1679.91,Engine,Critical
CRN1159,6.96,36.64,78.16,4756,1679.91,Structural Components,Critical
CRN1159,6.96,36.64,78.16,4756,1679.91,Control System,Critical
CRN1160,4.35,31.57,68.7,10402,1264.89,Hydraulic System,Critical
CRN1160,4.35,31.57,68.7,10402,1264.89,Engine,Critical
CRN1160,4.35,31.57,68.7,10402,1264.89,Structural Components,Critical
CRN1160,4.35,31.57,68.7,10402,1264.89,Control System,Critical
CRN1161,1.0,26.97,82.73,5530,1891.54,Hydraulic System,Critical
CRN1161,1.0,26.97,82.73,5530,1891.54,Engine,Critical
CRN1161,1.0,26.97,82.73,5530,1891.54,Structural Components,Critical
CRN1161,1.0,26.97,82.73,5530,1891.54,Control System,Critical
CRN1162,9.58,32.28,60.0,8698,1191.11,Hydraulic System,Critical
CRN1162,9.58,32.28,60.0,8698,1191.11,Engine,Critical
CRN1162,9.58,32.28,60.0,8698,1191.11,Structural Components,Critical
CRN1162,9.58,32.28,60.0,8698,1191.11,Control System,Critical
CRN1163,2.22,27.7,79.08,19660,424.8,Hydraulic System,Critical
CRN1163,2.22,27.7,79.08,19660,424.8,Engine,Critical
CRN1163,2.22,27.7,79.08,19660,424.8,Structural Components,Critical
CRN1163,2.22,27.7,79.08,19660,424.8,Control System,Critical
CRN1164,1.71,26.53,80.16,16076,806.62,Hydraulic System,Critical
CRN1164,1.71,26.53,80.16,16076,806.62,Engine,Critical
CRN1164,1.71,26.53,80.16,16076,806.62,Structural Components,Critical
CRN1164,1.71,26.53,80.16,16076,806.62,Control System,Critical
CRN1165,7.05,24.23,87.95,1960,1935.85,Hydraulic System,Bad
CRN1165,7.05,24.23,87.95,1960,1935.85,Engine,Bad
CRN1165,7.05,24.23,87.95,1960,1935.85,Structural Components,Bad
CRN1165,7.05,24.23,87.95,1960,1935.85,Control System,Bad
CRN1166,9.88,21.24,89.74,6258,1360.75,Hydraulic System,Critical
CRN1166,9.88,21.24,89.74,6258,1360.75,Engine,Critical
CRN1166,9.88,21.24,89.74,6258,1360.75,Structural Components,Critical
CRN1166,9.88,21.24,89.74,6258,1360.75,Control System,Critical
CRN1167,7.77,28.05,74.96,5906,1531.04,Hydraulic System,Critical
CRN1167,7.77,28.05,74.96,5906,1531.04,Engine,Critical
CRN1167,7.77,28.05,74.96,5906,1531.04,Structural Components,Critical
CRN1167,7.77,28.05,74.96,5906,1531.04,Control System,Critical
CRN1168,6.13,30.79,78.49,17206,476.02,Hydraulic System,Critical
CRN1168,6.13,30.79,78.49,17206,476.02,Engine,Critical
CRN1168,6.13,30.79,78.49,17206,476.02,Structural Components,Critical
CRN1168,6.13,30.79,78.49,17206,476.02,Control System,Critical
CRN1169,6.19,29.52,72.34,9574,1248.45,Hydraulic System,Critical
CRN1169,6.19,29.52,72.34,9574,1248.45,Engine,Critical
CRN1169,6.19,29.52,72.34,9574,1248.45,Structural Components,Critical
CRN1169,6.19,29.52,72.34,9574,1248.45,Control System,Critical
CRN1170,6.71,27.92,68.72,17097,477.52,Hydraulic System,Critical
CRN1170,6.71,27.92,68.72,17097,477.52,Engine,Critical
CRN1170,6.71,27.92,68.72,17097,477.52,Structural Components,Critical
CRN1170,6.71,27.92,68.72,17097,477.52,Control System,Critical
CRN1171,6.52,25.27,83.1,19815,186.41,Hydraulic System,Critical
CRN1171,6.52,25.27,83.1,19815,186.41,Engine,Critical
CRN1171,6.52,25.27,83.1,19815,186.41,Structural Components,Critical
CRN1171,6.52,25.27,83.1,19815,186.41,Control System,Critical
CRN1172,5.56,33.04,67.26,5890,1658.35,Hydraulic System,Critical
CRN1172,5.56,33.04,67.26,5890,1658.35,Engine,Critical
CRN1172,5.56,33.04,67.26,5890,1658.35,Structural Components,Critical
CRN1172,5.56,33.04,67.26,5890,1658.35,Control System,Critical
CRN1173,5.21,23.41,75.85,19600,287.87,Hydraulic System,Critical
CRN1173,5.21,23.41,75.85,19600,287.87,Engine,Critical
CRN1173,5.21,23.41,75.85,19600,287.87,Structural Components,Critical
CRN1173,5.21,23.41,75.85,19600,287.87,Control System,Critical
CRN1174,4.87,33.88,70.05,10270,1249.16,Hydraulic System,Critical
CRN1174,4.87,33.88,70.05,10270,1249.16,Engine,Critical
CRN1174,4.87,33.88,70.05,10270,1249.16,Structural Components,Critical
CRN1174,4.87,33.88,70.05,10270,1249.16,Control System,Critical
CRN1175,3.49,24.99,85.5,9104,1404.0,Hydraulic System,Critical
CRN1175,3.49,24.99,85.5,9104,1404.0,Engine,Critical
CRN1175,3.49,24.99,85.5,9104,1404.0,Structural Components,Critical
CRN1175,3.49,24.99,85.5,9104,1404.0,Control System,Critical
CRN1176,4.44,26.24,98.01,10078,1234.24,Hydraulic System,Critical
CRN1176,4.44,26.24,98.01,10078,1234.24,Engine,Critical
CRN1176,4.44,26.24,98.01,10078,1234.24,Structural Components,Critical
CRN1176,4.44,26.24,98.01,10078,1234.24,Control System,Critical
CRN1177,1.61,22.67,66.98,16814,763.93,Hydraulic System,Critical
CRN1177,1.61,22.67,66.98,16814,763.93,Engine,Critical
CRN1177,1.61,22.67,66.98,16814,763.93,Structural Components,Critical
CRN1177,1.61,22.67,66.98,16814,763.93,Control System,Critical
CRN1178,4.8,27.49,61.47,18696,427.29,Hydraulic System,Critical
CRN1178,4.8,27.49,61.47,18696,427.29,Engine,Critical
CRN1178,4.8,27.49,61.47,18696,427.29,Structural Components,Critical
CRN1178,4.8,27.49,61.47,18696,427.29,Control System,Critical
CRN1179,3.02,34.88,78.75,7332,1618.16,Hydraulic System,Critical
CRN1179,3.02,34.88,78.75,7332,1618.16,Engine,Critical
CRN1179,3.02,34.88,78.75,7332,1618.16,Structural Components,Critical
CRN1179,3.02,34.88,78.75,7332,1618.16,Control System,Critical
CRN1180,2.79,32.58,80.16,12774,1082.64,Hydraulic System,Critical
CRN1180,2.79,32.58,80.16,12774,1082.64,Engine,Critical
CRN1180,2.79,32.58,80.16,12774,1082.64,Structural Components,Critical
CRN1180,2.79,32.58,80.16,12774,1082.64,Control System,Critical
CRN1181,5.36,34.89,82.19,16152,612.44,Hydraulic System,Critical
CRN1181,5.36,34.89,82.19,16152,612.44,Engine,Critical
CRN1181,5.36,34.89,82.19,16152,612.44,Structural Components,Critical
CRN1181,5.36,34.89,82.19,16152,612.44,Control System,Critical
CRN1182,7.78,32.61,75.54,15874,532.33,Hydraulic System,Critical
CRN1182,7.78,32.61,75.54,15874,532.33,Engine,Critical
CRN1182,7.78,32.61,75.54,15874,532.33,Structural Components,Critical
CRN1182,7.78,32.61,75.54,15874,532.33,Control System,Critical
CRN1183,6.84,24.48,77.99,6013,1560.88,Hydraulic System,Critical
CRN1183,6.84,24.48,77.99,6013,1560.88,Engine,Critical
CRN1183,6.84,24.48,77.99,6013,1560.88,Structural Components,Critical
CRN1183,6.84,24.48,77.99,6013,1560.88,Control System,Critical
CRN1184,1.86,28.35,83.68,14202,979.5,Hydraulic System,Critical
CRN1184,1.86,28.35,83.68,14202,979.5,Engine,Critical
CRN1184,1.86,28.35,83.68,14202,979.5,Structural Components,Critical
CRN1184,1.86,28.35,83.68,14202,979.5,Control System,Critical
CRN1185,3.02,26.1,90.4,15489,779.25,Hydraulic System,Critical
CRN1185,3.02,26.1,90.4,15489,779.25,Engine,Critical
CRN1185,3.02,26.1,90.4,15489,779.25,Structural Components,Critical
CRN1185,3.02,26.1,90.4,15489,779.25,Control System,Critical
CRN1186,6.88,36.65,60.45,10667,1128.32,Hydraulic System,Critical
CRN1186,6.88,36.65,60.45,10667,1128.32,Engine,Critical
CRN1186,6.88,36.65,60.45,10667,1128.32,Structural Components,Critical
CRN1186,6.88,36.65,60.45,10667,1128.32,Control System,Critical
CRN1187,3.04,24.02,76.31,5711,1784.53,Hydraulic System,Critical
CRN1187,3.04,24.02,76.31,5711,1784.53,Engine,Critical
CRN1187,3.04,24.02,76.31,5711,1784.53,Structural Components,Critical
CRN1187,3.04,24.02,76.31,5711,1784.53,Control System,Critical
CRN1188,4.55,34.47,82.14,9532,1314.99,Hydraulic System,Critical
CRN1188,4.55,34.47,82.14,9532,1314.99,Engine,Critical
CRN1188,4.55,34.47,82.14,9532,1314.99,Structural Components,Critical
CRN1188,4.55,34.47,82.14,9532,1314.99,Control System,Critical
CRN1189,6.1,34.46,70.82,419,2171.45,Hydraulic System,Good
CRN1189,6.1,34.46,70.82,419,2171.45,Engine,Good
CRN1189,6.1,34.46,70.82,419,2171.45,Structural Components,Good
CRN1189,6.1,34.46,70.82,419,2171.45,Control System,Good
CRN1190,3.06,39.15,97.31,12786,1033.61,Hydraulic System,Critical
CRN1190,3.06,39.15,97.31,12786,1033.61,Engine,Critical
CRN1190,3.06,39.15,97.31,12786,1033.61,Structural Components,Critical
CRN1190,3.06,39.15,97.31,12786,1033.61,Control System,Critical
CRN1191,5.21,27.95,73.65,4891,1763.07,Hydraulic System,Critical
CRN1191,5.21,27.95,73.65,4891,1763.07,Engine,Critical
CRN1191,5.21,27.95,73.65,4891,1763.07,Structural Components,Critical
CRN1191,5.21,27.95,73.65,4891,1763.07,Control System,Critical
CRN1192,2.33,33.56,79.59,429,2341.33,Hydraulic System,Good
CRN1192,2.33,33.56,79.59,429,2341.33,Engine,Good
CRN1192,2.33,33.56,79.59,429,2341.33,Structural Components,Good
CRN1192,2.33,33.56,79.59,429,2341.33,Control System,Good
CRN1193,3.8,41.41,85.56,8951,1403.92,Hydraulic System,Critical
CRN1193,3.8,41.41,85.56,8951,1403.92,Engine,Critical
CRN1193,3.8,41.41,85.56,8951,1403.92,Structural Components,Critical
CRN1193,3.8,41.41,85.56,8951,1403.92,Control System,Critical
CRN1194,5.64,26.91,74.09,11410,1088.85,Hydraulic System,Critical
CRN1194,5.64,26.91,74.09,11410,1088.85,Engine,Critical
CRN1194,5.64,26.91,74.09,11410,1088.85,Structural Components,Critical
CRN1194,5.64,26.91,74.09,11410,1088.85,Control System,Critical
CRN1195,1.81,22.32,61.53,10264,1419.83,Hydraulic System,Critical
CRN1195,1.81,22.32,61.53,10264,1419.83,Engine,Critical
CRN1195,1.81,22.32,61.53,10264,1419.83,Structural Components,Critical
CRN1195,1.81,22.32,61.53,10264,1419.83,Control System,Critical
CRN1196,5.88,20.6,75.71,18277,386.83,Hydraulic System,Critical
